id,name,category,district,area,default,flag,hash,detection,note
1310248,GridLeak - The View 079,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbFF19F3BD-6F6D-428A-B32E-5D9580C9777D,0xEA34CE82,record present with value >= 1 (any ProgressionManagerData section),
1310249,GridLeak - The View 080,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbFF23D3E1-3120-482B-870D-147254E27BB8,0x04E403C2,record present with value >= 1 (any ProgressionManagerData section),
1310250,GridLeak - Rezoning 001,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb016099E1-D3DD-4674-8CD0-F3C5D4AC4C48,0x1B88E47E,record present with value >= 1 (any ProgressionManagerData section),
1310251,GridLeak - Rezoning 002,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb06AC32C3-EBBB-4FE8-8254-F462A40EDE53,0xD56AB119,record present with value >= 1 (any ProgressionManagerData section),
1310252,GridLeak - Rezoning 003,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb09FC82EF-2D97-40B0-AEF1-066CA56C2675,0x154FB192,record present with value >= 1 (any ProgressionManagerData section),
1310253,GridLeak - Rezoning 004,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb0A9F4A35-6ABB-4347-9D2A-4726C4232B23,0xE9342CFE,record present with value >= 1 (any ProgressionManagerData section),
1310254,GridLeak - Rezoning 005,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb0ACD9818-BFC0-4AF8-9E3A-A16B5DAEE51F,0x7A8B2864,record present with value >= 1 (any ProgressionManagerData section),
1310255,GridLeak - Rezoning 006,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb10A289DB-1685-4D5B-B19C-98C8D8291BEF,0xF0EFFA52,record present with value >= 1 (any ProgressionManagerData section),
1310256,GridLeak - Rezoning 007,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb11779C5C-7D2B-4586-9AFD-F41EB9530AA8,0x866764D7,record present with value >= 1 (any ProgressionManagerData section),
1310257,GridLeak - Rezoning 008,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb13CFCAE8-9356-4DF7-B3F6-C33CBC76CF5D,0xB7420B7B,record present with value >= 1 (any ProgressionManagerData section),
1310258,GridLeak - Rezoning 009,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb15E8B8C6-B520-44CC-8975-12123E7105FA,0xA5CD518C,record present with value >= 1 (any ProgressionManagerData section),
1310259,GridLeak - Rezoning 010,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb16D22C42-E93B-455C-BFE1-6F9591C15AFC,0xC02EA525,record present with value >= 1 (any ProgressionManagerData section),
1310260,GridLeak - Rezoning 011,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb1B1BE3B9-6263-4E09-A00D-48EB2D36DD90,0x4AEE2CFE,record present with value >= 1 (any ProgressionManagerData section),
1310261,GridLeak - Rezoning 012,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb1E191C3A-606F-4BCA-BE05-65BAC2386F61,0xD69F0B4F,record present with value >= 1 (any ProgressionManagerData section),
1310262,GridLeak - Rezoning 013,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb2400B7BA-7AD3-4240-B304-BDC2CA74B6B4,0x4068F26C,record present with value >= 1 (any ProgressionManagerData section),
1310263,GridLeak - Rezoning 014,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb25120AE3-088A-4870-AA6E-985F1C269FE1,0xCD40B47B,record present with value >= 1 (any ProgressionManagerData section),
1310264,GridLeak - Rezoning 015,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb29FD3DB0-9167-493E-A0A0-D6DF17153692,0x2345B75C,record present with value >= 1 (any ProgressionManagerData section),
1310265,GridLeak - Rezoning 016,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb2AFC78F0-EC97-4CAF-8E65-A1C885A26331,0xC07D4AA5,record present with value >= 1 (any ProgressionManagerData section),
1310266,GridLeak - Rezoning 017,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb2C4D2A14-FF1C-4CE0-8D46-054B812629AC,0xD7EC46D0,record present with value >= 1 (any ProgressionManagerData section),
1310267,GridLeak - Rezoning 018,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb2DB7B2BB-EFDF-43DA-BF11-931CF1BDEFD0,0xD86EA754,record present with value >= 1 (any ProgressionManagerData section),
1310268,GridLeak - Rezoning 019,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb2EEFB83A-0660-4F48-86C9-AD21B9C3F62B,0x54AC2745,record present with value >= 1 (any ProgressionManagerData section),
1310269,GridLeak - Rezoning 020,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb312190DC-7300-416D-A040-C3A3C437D23A,0x051191E2,record present with value >= 1 (any ProgressionManagerData section),
1310270,GridLeak - Rezoning 021,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb33201624-BEAE-4E55-85C2-FC773FEEB637,0xC6141C93,record present with value >= 1 (any ProgressionManagerData section),
1310271,GridLeak - Rezoning 022,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb35A99231-E28F-4218-B21C-C776FCA9F909,0xBC74C1B3,record present with value >= 1 (any ProgressionManagerData section),
1310272,GridLeak - Rezoning 023,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb38F7F8F5-56C6-45F5-B633-7AB9CCAB99C4,0x83DF96C0,record present with value >= 1 (any ProgressionManagerData section),
1310273,GridLeak - Rezoning 024,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb3F40ADBF-8509-4A26-A6D4-33600C2BCC7A,0x8B0FC08F,record present with value >= 1 (any ProgressionManagerData section),
1310274,GridLeak - Rezoning 025,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb3FCF7008-F156-49B0-B0BC-EA45BB4AC8B8,0xF9BBF988,record present with value >= 1 (any ProgressionManagerData section),
1310275,GridLeak - Rezoning 026,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb47F8E743-9255-4131-BC44-06229625D729,0x48B0C78D,record present with value >= 1 (any ProgressionManagerData section),
1310276,GridLeak - Rezoning 027,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb48528BD0-856E-4EA5-A789-DABB02550190,0x840B2C58,record present with value >= 1 (any ProgressionManagerData section),
1310277,GridLeak - Rezoning 028,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb4B7126E7-599F-43B3-9EE1-BE6374330A04,0x683BD101,record present with value >= 1 (any ProgressionManagerData section),
1310278,GridLeak - Rezoning 029,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb4CE412A0-737F-4276-87C4-AF618A9E6ADC,0x041FC655,record present with value >= 1 (any ProgressionManagerData section),
1310279,GridLeak - Rezoning 030,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb4D4365A8-4168-449C-9F56-8619B5445D56,0x7F36509D,record present with value >= 1 (any ProgressionManagerData section),
1310280,GridLeak - Rezoning 031,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb588716EF-1E78-4356-9A46-2BB5336EB0B9,0xDB9D4A40,record present with value >= 1 (any ProgressionManagerData section),
1310281,GridLeak - Rezoning 032,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb59011661-E493-41A1-9266-D505587B0A7C,0x6DD288BF,record present with value >= 1 (any ProgressionManagerData section),
1310282,GridLeak - Rezoning 033,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb5A2D46FF-CBDC-4278-8560-CF117C239103,0x4D59ED61,record present with value >= 1 (any ProgressionManagerData section),
1310283,GridLeak - Rezoning 034,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb5C4CA05F-CDAF-4079-9B86-E7BA6DA23BFC,0xBA6FFF86,record present with value >= 1 (any ProgressionManagerData section),
1310284,GridLeak - Rezoning 035,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb5D36FDF7-92F4-45FD-9643-B7996EBA993C,0xBFA08D5E,record present with value >= 1 (any ProgressionManagerData section),
1310285,GridLeak - Rezoning 036,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb5DDC18B7-5211-4DF8-A405-5DD8C5175357,0xDE45D634,record present with value >= 1 (any ProgressionManagerData section),
1310286,GridLeak - Rezoning 037,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb62589ECB-2260-48BD-AB3C-5958239A404E,0xF119CCB8,record present with value >= 1 (any ProgressionManagerData section),
1310287,GridLeak - Rezoning 038,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb66CAFB3A-C4A8-47CA-B69D-98F9B1BE3B92,0x1F395B9C,record present with value >= 1 (any ProgressionManagerData section),
1310288,GridLeak - Rezoning 039,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb6AE81A16-E423-4F44-A7C5-93D52732305F,0x8F740D6E,record present with value >= 1 (any ProgressionManagerData section),
1310289,GridLeak - Rezoning 040,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb6EEA789A-4DA6-47A9-BB2C-BB694E27AB8C,0xD9C59B10,record present with value >= 1 (any ProgressionManagerData section),
1310290,GridLeak - Rezoning 041,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb745835AF-7CDC-4516-B70F-424E6F51F76A,0x4E403C02,record present with value >= 1 (any ProgressionManagerData section),
1310291,GridLeak - Rezoning 042,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb766E7C3B-96DA-42A7-B460-5DCF37061424,0xDC179036,record present with value >= 1 (any ProgressionManagerData section),
1310292,GridLeak - Rezoning 043,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb7E61B9B6-71A7-42EB-AD05-99DDD8E51435,0x1582EA7A,record present with value >= 1 (any ProgressionManagerData section),
1310293,GridLeak - Rezoning 044,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb804D5532-2867-4ED8-85C9-EAB40C6FC9D1,0x41F13188,record present with value >= 1 (any ProgressionManagerData section),
1310294,GridLeak - Rezoning 045,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb83E0BC01-24AE-4924-89D3-B622E37E0159,0x9B831902,record present with value >= 1 (any ProgressionManagerData section),
1310295,GridLeak - Rezoning 046,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb842800AF-4A82-4B1B-8405-07F9A2CCA250,0xD3CBC951,record present with value >= 1 (any ProgressionManagerData section),
1310296,GridLeak - Rezoning 047,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb860F1DD2-248D-4C1E-BBDB-5BEC11836138,0x18567DAC,record present with value >= 1 (any ProgressionManagerData section),
1310297,GridLeak - Rezoning 048,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb9630A781-C79A-4F0E-9C32-F101907B31FE,0x116BA876,record present with value >= 1 (any ProgressionManagerData section),
1310298,GridLeak - Rezoning 049,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb96897797-A4C7-4247-A45D-E59DBFF56E3D,0xDE146A40,record present with value >= 1 (any ProgressionManagerData section),
1310299,GridLeak - Rezoning 050,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb9C1A4448-7545-4464-A663-6B40322AE337,0xAEB57FDB,record present with value >= 1 (any ProgressionManagerData section),
1310300,GridLeak - Rezoning 051,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrb9F82F91C-6BA5-45A7-A7F9-BC02C01E332D,0xA769C04A,record present with value >= 1 (any ProgressionManagerData section),
1310301,GridLeak - Rezoning 052,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbA2C4DDCA-B167-4DF7-9B22-A451517895CE,0x27C86600,record present with value >= 1 (any ProgressionManagerData section),
1310302,GridLeak - Rezoning 053,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbA5004650-FB3D-4AAE-B069-E39C4B0BBF71,0x64B08078,record present with value >= 1 (any ProgressionManagerData section),
1310303,GridLeak - Rezoning 054,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbA805627E-722C-49F9-9745-BC8341AA6BAB,0x039E4145,record present with value >= 1 (any ProgressionManagerData section),
1310304,GridLeak - Rezoning 055,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbAC7C5624-3251-43E4-BF64-BB6A9D99044C,0x49887A81,record present with value >= 1 (any ProgressionManagerData section),
1310305,GridLeak - Rezoning 056,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbB1464D11-08B0-48C3-8923-E000B87CCCE8,0xA2AFD51F,record present with value >= 1 (any ProgressionManagerData section),
1310306,GridLeak - Rezoning 057,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbB408D475-2B59-46EC-BFB7-0303AD615DA0,0x881395B9,record present with value >= 1 (any ProgressionManagerData section),
1310307,GridLeak - Rezoning 058,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbB7AEF732-0D86-48C8-BAB3-573D9714FB43,0x2458B87D,record present with value >= 1 (any ProgressionManagerData section),
1310308,GridLeak - Rezoning 059,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbBF83131D-80E7-46C5-9396-64A3CAE8277A,0x525EA9F1,record present with value >= 1 (any ProgressionManagerData section),
1310309,GridLeak - Rezoning 060,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbC608B624-880C-4792-B97D-FCF532721C62,0x7C048206,record present with value >= 1 (any ProgressionManagerData section),
1310310,GridLeak - Rezoning 061,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbCCDF0F94-03C0-4605-9307-DB659592313B,0xC227534C,record present with value >= 1 (any ProgressionManagerData section),
1310311,GridLeak - Rezoning 062,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbCECDE77D-5DDF-4344-95AD-935DA69D6554,0x4723BB90,record present with value >= 1 (any ProgressionManagerData section),
1310312,GridLeak - Rezoning 063,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbD0F721CF-EB23-4C4D-A7FF-7D3DCDD28907,0xAFEC0BD9,record present with value >= 1 (any ProgressionManagerData section),
1310313,GridLeak - Rezoning 064,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbD52C1B20-17CC-4F6C-91E4-2A7AE7263266,0x8B77D585,record present with value >= 1 (any ProgressionManagerData section),
1310314,GridLeak - Rezoning 065,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbE37F0876-5343-4B43-84A7-E7816E5AC110,0xFC5706D5,record present with value >= 1 (any ProgressionManagerData section),
1310315,GridLeak - Rezoning 066,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbE78EF6FC-E398-444F-B26B-07186D5AE294,0xC598FD97,record present with value >= 1 (any ProgressionManagerData section),
1310316,GridLeak - Rezoning 067,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbE793C315-7764-4117-986E-CBFC89C30BD9,0xE450DA3B,record present with value >= 1 (any ProgressionManagerData section),
1310317,GridLeak - Rezoning 068,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbE8E04E19-0690-4A03-9806-DE5D3A39E307,0xAA6D1188,record present with value >= 1 (any ProgressionManagerData section),
1310318,GridLeak - Rezoning 069,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbE91649C2-A3D5-4786-A390-EA664E5461C4,0xF45CE6C8,record present with value >= 1 (any ProgressionManagerData section),
1310319,GridLeak - Rezoning 070,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbEF438CF7-7692-49C8-854A-DC609C786D49,0xECD6FA9F,record present with value >= 1 (any ProgressionManagerData section),
1310320,GridLeak - Rezoning 071,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbF7268ACB-57AD-42CE-911B-5F4505F0BD97,0x8D901D66,record present with value >= 1 (any ProgressionManagerData section),
1310321,GridLeak - Rezoning 072,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbFA070614-87B3-48F2-8D5A-27A1477D97ED,0x82FA1419,record present with value >= 1 (any ProgressionManagerData section),
1310322,GridLeak - Rezoning 073,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbFA45392A-8781-482E-8089-D03C407C4DC9,0x1E6CA1CB,record present with value >= 1 (any ProgressionManagerData section),
1310323,GridLeak - Rezoning 074,GridLeak,Rezoning,,True,ConstructionGridLeaks_ConstructionCompulsionOrbFD8CDFD9-185B-4EF8-9A2C-C11DE4454628,0xC6BBB17F,record present with value >= 1 (any ProgressionManagerData section),
1311000,Electronic Part - Rdz Development Zone Chip 01,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip01Taken,0xD9A1C5DE,record present with value >= 1 (any ProgressionManagerData section),
1311001,Electronic Part - Rdz Development Zone Chip 02,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip02Taken,0xD2E88DFD,record present with value >= 1 (any ProgressionManagerData section),
1311002,Electronic Part - Rdz Development Zone Chip 03,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip03Taken,0xDE05E61C,record present with value >= 1 (any ProgressionManagerData section),
1311003,Electronic Part - Rdz Development Zone Chip 04,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip04Taken,0xE9650E3B,record present with value >= 1 (any ProgressionManagerData section),
1311004,Electronic Part - Rdz Development Zone Chip 05,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip05Taken,0xE265A55A,record present with value >= 1 (any ProgressionManagerData section),
1311005,Electronic Part - Rdz Development Zone Chip 06,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip06Taken,0xDBAC6D79,record present with value >= 1 (any ProgressionManagerData section),
1311006,Electronic Part - Rdz Development Zone Chip 07,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip07Taken,0xE6C9C598,record present with value >= 1 (any ProgressionManagerData section),
1311007,Electronic Part - Rdz Development Zone Chip 15,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip15Taken,0x9EE20A1B,record present with value >= 1 (any ProgressionManagerData section),
1311008,Electronic Part - Rdz Development Zone Chip 16,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip16Taken,0x933A81F8,record present with value >= 1 (any ProgressionManagerData section),
1311009,Electronic Part - Rdz Development Zone Chip 17,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip17Taken,0x912DAA59,record present with value >= 1 (any ProgressionManagerData section),
1311010,Electronic Part - Rdz Development Zone Chip 18,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip18Taken,0x85820136,record present with value >= 1 (any ProgressionManagerData section),
1311011,Electronic Part - Rdz Development Zone Chip 19,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip19Taken,0x83752997,record present with value >= 1 (any ProgressionManagerData section),
1311012,Electronic Part - Rdz Development Zone Chip 20,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip20Taken,0x4666A63D,record present with value >= 1 (any ProgressionManagerData section),
1311013,Electronic Part - Rdz Development Zone Chip 21,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip21Taken,0x3FF39E5C,record present with value >= 1 (any ProgressionManagerData section),
1311014,Electronic Part - Rdz Development Zone Chip 24,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip24Taken,0x4F2A85B9,record present with value >= 1 (any ProgressionManagerData section),
1311015,Electronic Part - Rdz Development Zone Chip 25,Electronic Part,Rezoning,Rdz Development Zone,True,ElectronicPartsRzRdz_Chip25Taken,0x48B77DD8,record present with value >= 1 (any ProgressionManagerData section),
1311016,Electronic Part - Omnistat Tunnels Chip 08,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip08Taken,0x51B2D700,record present with value >= 1 (any ProgressionManagerData section),
1311017,Electronic Part - Omnistat Tunnels Chip 09,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip09Taken,0x46957EE1,record present with value >= 1 (any ProgressionManagerData section),
1311018,Electronic Part - Omnistat Tunnels Chip 10,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip10Taken,0x82397309,record present with value >= 1 (any ProgressionManagerData section),
1311019,Electronic Part - Omnistat Tunnels Chip 11,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip11Taken,0x84D2ABA8,record present with value >= 1 (any ProgressionManagerData section),
1311020,Electronic Part - Omnistat Tunnels Chip 12,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip12Taken,0x7DD993CB,record present with value >= 1 (any ProgressionManagerData section),
1311021,Electronic Part - Omnistat Tunnels Chip 13,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip13Taken,0x8072CC6A,record present with value >= 1 (any ProgressionManagerData section),
1311022,Electronic Part - Omnistat Tunnels Chip 14,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip14Taken,0x7975938D,record present with value >= 1 (any ProgressionManagerData section),
1311023,Electronic Part - Omnistat Tunnels Chip 22,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip22Taken,0xF0DDE0C8,record present with value >= 1 (any ProgressionManagerData section),
1311024,Electronic Part - Omnistat Tunnels Chip 23,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip23Taken,0xF750E8A9,record present with value >= 1 (any ProgressionManagerData section),
1311025,Electronic Part - Omnistat Tunnels Chip 26,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip26Taken,0xE81A014C,record present with value >= 1 (any ProgressionManagerData section),
1311026,Electronic Part - Omnistat Tunnels Chip 27,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip27Taken,0xEE8D092D,record present with value >= 1 (any ProgressionManagerData section),
1311027,Electronic Part - Omnistat Tunnels Chip 28,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip28Taken,0xEBED8082,record present with value >= 1 (any ProgressionManagerData section),
1311028,Electronic Part - Omnistat Tunnels Chip 29,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip29Taken,0xE043C763,record present with value >= 1 (any ProgressionManagerData section),
1311029,Electronic Part - Omnistat Tunnels Chip 30,Electronic Part,Rezoning,Omnistat Tunnels,True,ElectronicPartsRzOt_Chip30Taken,0x1C741C8B,record present with value >= 1 (any ProgressionManagerData section),
1311030,Electronic Part - Triumvirate Drive Chip 100,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip100Taken,0x719C0CEA,record present with value >= 1 (any ProgressionManagerData section),
1311031,Electronic Part - Triumvirate Drive Chip 42,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip42Taken,0x76495C7D,record present with value >= 1 (any ProgressionManagerData section),
1311032,Electronic Part - Triumvirate Drive Chip 43,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip43Taken,0x8166B49C,record present with value >= 1 (any ProgressionManagerData section),
1311033,Electronic Part - Triumvirate Drive Chip 44,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip44Taken,0x8CC5DCBB,record present with value >= 1 (any ProgressionManagerData section),
1311034,Electronic Part - Triumvirate Drive Chip 45,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip45Taken,0x85C673DA,record present with value >= 1 (any ProgressionManagerData section),
1311035,Electronic Part - Triumvirate Drive Chip 46,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip46Taken,0x7F0D3BF9,record present with value >= 1 (any ProgressionManagerData section),
1311036,Electronic Part - Triumvirate Drive Chip 47,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip47Taken,0x8A2A9418,record present with value >= 1 (any ProgressionManagerData section),
1311037,Electronic Part - Triumvirate Drive Chip 48,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip48Taken,0x7158FC37,record present with value >= 1 (any ProgressionManagerData section),
1311038,Electronic Part - Triumvirate Drive Chip 49,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip49Taken,0x6A599356,record present with value >= 1 (any ProgressionManagerData section),
1311039,Electronic Part - Triumvirate Drive Chip 50,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip50Taken,0x3B8BD0BE,record present with value >= 1 (any ProgressionManagerData section),
1311040,Electronic Part - Triumvirate Drive Chip 51,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip51Taken,0x397EF91F,record present with value >= 1 (any ProgressionManagerData section),
1311041,Electronic Part - Triumvirate Drive Chip 52,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip52Taken,0x2DD770FC,record present with value >= 1 (any ProgressionManagerData section),
1311042,Electronic Part - Triumvirate Drive Chip 53,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip53Taken,0x2BCA995D,record present with value >= 1 (any ProgressionManagerData section),
1311043,Electronic Part - Triumvirate Drive Chip 54,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip54Taken,0x444FB03A,record present with value >= 1 (any ProgressionManagerData section),
1311044,Electronic Part - Triumvirate Drive Chip 55,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip55Taken,0x4242D89B,record present with value >= 1 (any ProgressionManagerData section),
1311045,Electronic Part - Triumvirate Drive Chip 56,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip56Taken,0x369B5078,record present with value >= 1 (any ProgressionManagerData section),
1311046,Electronic Part - Triumvirate Drive Chip 57,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip57Taken,0x348E78D9,record present with value >= 1 (any ProgressionManagerData section),
1311047,Electronic Part - Triumvirate Drive Chip 58,Electronic Part,Downtown,Triumvirate Drive,True,ElectronicPartsDtTd_Chip58Taken,0x28E2CFB6,record present with value >= 1 (any ProgressionManagerData section),
